0.01541,0.010684,0.0033591,0.050628,0.13889,0.018462,0.0036387,0.022922,0.15702,0.0082683,0.00018002,0.0020041,0.015156,0.0044453,0.002792,0.16267,0.32436,0.012049,3.4496e-05,0,0,0,2.6866e-07,0.16386,0.19093,0.0032675,0,0,0,0,1.0941e-05,0.053532,0.020574,0.0012769,0.00081216,0.004941,0.097619,0.067781,0.0090314,0.024724,0.16571,0.082455,0.025529,0.014883,0.0075323,0.00774,0.0049292,0.046967,0.32436,0.10946,0.003862,0.00028728,0,1.3452e-06,0.00028055,0.039089,0.21794,0.0045582,0,0,0,0,0.015023,0.072583,0.013748,0.0010819,0.0012502,0.010115,0.14872,0.066395,0.005834,0.010625,0.16277,0.014827,0.0075855,0.015504,0.021811,0.010278,0.011715,0.086572,0.32436,0.030471,0.00091282,0.00021185,0,2.8095e-06,0.0008072,0.11538,0.3038,0.022602,9.3198e-06,3.1384e-05,4.2478e-05,0.00015826,0.011927,0.055417,0.011412,0.012545,0.0078293,0.052751,0.12243,0.015404,0.0014854,0.0022141,0.21358,0.018365,0.0029264,0.0092834,0.019457,0.0041667,0.0020942,0.053812,0.32436,0.013292,0,0,0,0,9.6497e-06,0.11489,0.24955,0.053025,0.00074167,0.00016202,7.0476e-05,0.00011745,0.00039635,0.019468
0.19111,0.018626,0.0036293,0.010838,0.0089562,0.003474,0.0062143,0.081111,0.054162,0.01274,0.0032169,0.109,0.23419,0.042825,0.015617,0.045368,0.21181,0.0028664,0.00036504,0.016861,0.1374,0.022905,0.012194,0.16091,0.1039,0.012485,0.013598,0.054484,0.028973,0.027903,0.016413,0.055834,0.21618,0.045778,0.0060215,0.053134,0.021687,0.00042792,0.002366,0.026613,0.078232,0.031189,0.0095574,0.23419,0.23419,0.0020585,0.0006431,0.010123,0.23419,0.081435,0.016617,0.042721,0.04239,0.010932,0.027509,0.21732,0.054014,0.026231,0.026913,0.071166,0.13238,0.15138,0.055719,0.076165,0.16172,0.032161,0.0048921,0.060366,0.088768,0.011108,0.0050165,0.066857,0.064412,0.0078853,0.0022426,0.14636,0.23419,0.010664,0.0066395,0.063592,0.23419,0.11777,0.034524,0.013831,0.01119,0.0046962,0.0035938,0.1259,0.032883,0.052734,0.075972,0.148,0.080501,0.015766,0.0011807,0.0068334,0.066133,0.00045034,0.00047615,0.0058871,0.19138,0.088109,0.025737,0.15535,0.080286,0,0,0.010918,0.19486,0.039773,0.005572,0.096499,0.13808,0.0012243,0.00077037,0.0084777,0.0075631,0.0013044,0.0011287,0.14651,0.0074323,0.0014459,0.0009757,0.04956,0.075331,0.0082655,0.001178,0.010264
0.003185,0.01484,0.018094,0.02448,0.013189,0.0027354,0.0011326,0.00027951,0.026794,0.012102,0.0033379,0.0078006,0.061786,0.022656,0.0035539,0.0099459,0.29835,0.031989,0.00488,0.0032867,0.012241,0.0066951,0.0023772,0.11617,0.29835,0.052078,0.044565,0.19841,0.083863,1.4602e-05,0,0.038633,0.011469,0.022189,0.0081962,0.034594,0.024047,0.0019479,0.0022584,0.0081413,0.055062,0.032623,0.013934,0.049427,0.029283,0.014773,0.0094706,0.020174,0.29835,0.15303,0.034491,0.016755,0.0049011,0.0023154,0.0031517,0.045148,0.095392,0.098706,0.11947,0.29835,0.04314,0.00023715,0,0.0010266,0.025837,0.0021651,0.0010905,0.010474,0.014977,0.01031,0.012818,0.058358,0.040849,0.002931,0.0018256,0.0084451,0.010264,0.039987,0.099684,0.14459,0.15359,0.030477,0.019737,0.083213,0.010629,0.0030888,0.036094,0.15595,0.016684,0.017128,0.078884,0.29835,0.014421,1.9793e-05,0.0001854,0.015835,0.051816,0.0083058,0.0029976,0.0031543,0.0022708,0.0050843,0.0022355,0.077059,0.045858,0.0015416,0.016272,0.063778,0.00035876,0.00012808,0.012827,0.11181,0.011383,0.0014838,0.055491,0.29835,0.023931,3.146e-05,0.010891,0.048891,0.047423,0.0020413,0.014181,0.29835,0.024741,8.3374e-06,0.00030942,0.29835
0.10813,0.075834,0.010803,0.020515,0.027166,0.0061096,0.0013167,0.017102,0.035929,0.06526,0.039486,0.21422,0.13706,0.0039582,0.0004076,0.0022847,0.18491,0.17481,0.022434,0.029675,0.0090134,0.00073831,0.00074878,0.0090243,0.033708,0.022675,0.0032118,0.04485,0.06503,0.012761,0.0017226,0.0069175,0.11906,0.010655,0.0019796,0.0065665,0.052662,0.033533,0.010686,0.072764,0.080451,0.017997,0.0020862,0.029294,0.26352,0.15445,0.0091653,0.018601,0.26352,0.045436,0.0015204,0.006084,0.039658,0.019667,0.0049891,0.053518,0.074178,0.0052084,0.0016076,0.018945,0.084728,0.089174,0.010344,0.034582,0.22502,0.024645,0.0031619,0.0078134,0.025034,0.027088,0.017498,0.10777,0.082562,0.0071154,0.0015629,0.012677,0.26352,0.26352,0.029681,0.05492,0.26352,0.037846,0.0039902,0.0043933,0.080538,0.055888,0.014759,0.083752,0.073106,0.020661,0.011012,0.092535,0.081416,0.073777,0.025205,0.027909,0.19054,0.078264,0.0084517,0.013739,0.014791,0.0027227,0.0026664,0.018399,0.068994,0.044208,0.012202,0.11639,0.26352,0.019216,0.0030448,0.0067148,0.26352,0.11746,0.01399,0.021964,0.081991,0.012973,0.020299,0.11029,0.063007,0.039344,0.025307,0.05942,0.096261,0.14231,0.047365,0.050188
0.11777,0.093108,0.018758,0.0039917,0.003456,0.0035767,0.016486,0.075448,0.042896,0.069978,0.071274,0.2473,0.2144,0.028632,0.013458,0.020109,0.15674,0.0033357,0.0018076,0.089187,0.16517,0.023129,0.0078844,0.22387,0.064788,0.00015034,0.0005535,0.021616,0.14334,0.029249,0.005087,0.1447,0.093897,0.02575,0.0083703,0.036778,0.043046,0.0078419,0.021035,0.098839,0.054536,0.015377,0.01358,0.2473,0.2473,0.0090798,0.006519,0.011355,0.2473,0.056855,0.019471,0.085827,0.055246,0.0037273,0.001353,0.10888,0.066598,0.016744,0.018772,0.17349,0.20438,0.015982,0.0034139,0.041453,0.067964,0.021974,0.015163,0.092503,0.089811,0.0069141,0.0017748,0.026854,0.080639,0.0045207,0.0038801,0.21348,0.2473,0.013377,0.0043445,0.039731,0.2473,0.049491,0.0141,0.062895,0.040576,0.0011622,0.0016406,0.074761,0.039223,0.018417,0.018473,0.15259,0.082838,0.0066398,0.0041249,0.02311,0.0055509,0.0020668,0.0037115,0.01994,0.12037,0.04013,0.0036376,0.020821,0.019801,0,2.1333e-05,0.014361,0.14201,0.090562,0.072172,0.14221,0.071553,0.0043789,0.00094675,0.039699,0.07767,0.030204,0.037982,0.16034,0.11417,0.0076358,0.010397,0.062226,0.043178,0.0060453,0.00081106,0.036283
0,0,0,0.059381,0.20543,0.010625,0,0,0.079175,0.0031029,0.00090498,0.029176,0.29565,0.010844,0.0028643,0.01041,0.29565,0.014691,0.00058125,0.0014903,0.018389,0.0020064,0.0018931,0.030076,0.10955,0.023261,0.0033573,3.719e-05,3.2722e-06,3.3273e-05,7.1185e-05,0.0018001,6.2648e-05,0.0034027,0.0014304,0.010945,0.25788,0.1241,0,0,0.098208,0.0083806,0,0.0034276,0.29565,0.065043,0.00083239,0.0058316,0.29565,0.024651,0,5.8634e-05,0.023721,0.0047801,0.00064381,0.029193,0.11372,0.0062247,0.0025159,0.00012547,5.1023e-07,0.0012981,0.013636,0.023524,0.00036037,0.040116,0.035916,0.043168,0.20247,0.047985,0,0,0.085515,0.0042318,0.00022812,0.0072501,0.29565,0.075775,0,0.0029557,0.29565,0.026886,5.5308e-06,0.0010388,0.037154,0.0083951,6.9186e-05,0.024473,0.12371,0.0088095,0.00091619,0.0002504,0.00071553,0.0027215,0.011605,0.027044,0.0081484,0.073579,0.047545,0.026587,0.041869,0.0011126,6.0362e-05,0.00038624,0.046175,0.013489,0.002853,0.020062,0.29565,0.0096892,0,5.2505e-05,0.29565,0.11478,0.00010432,0.0029022,0.044149,0.0012717,0,0.0002858,0.092419,0.068669,0.0071777,0.00049311,0.00039107,0.00019221,5.5123e-05,0.00072335
0.11615,0.01053,0,0.0367,0.24248,0.00222,0,0.0058967,0.24248,0.034196,0,0.00038944,0.0024656,0.0025852,0.0093021,0.037094,0.081377,0.0088595,3.6422e-05,1.4029e-05,0.026534,0.21076,0.055125,0.039729,0.0023822,0.0046603,0.001457,9.9159e-05,0.051569,0.18267,0.0025129,0.0022889,0.14743,0.0087918,0.0019004,0.0463,0.24248,0.0025707,0,0.0075284,0.24248,0.072952,0.00019448,0.00034561,0.00076513,0.00029101,0.0001098,0.026926,0.24248,0.096059,0,0,0.020464,0.11113,0.010343,0.019407,0.013818,0.0023184,0,0,0.11792,0.24248,0.0041362,0.0026535,0.18255,0.002438,0.004062,0.046347,0.24248,0.0013095,0.0024361,0.035675,0.24248,0.0061662,0.0003791,0.00021546,5.9766e-05,1.8785e-06,8.3581e-05,0.1363,0.24248,0.025995,0,0,0.0025982,0.0094811,0.0010005,0.086157,0.040845,0.011825,6.5558e-05,0.00010011,0.096612,0.217,0.0013729,0.0018794,0.18442,0.00049134,0.0014155,0.02151,0.17685,0.00079336,0.0015569,0.021501,0.24248,0.00018267,0,0,0,0,3.948e-05,0.039033,0.20276,0.0099191,0.0030642,0.00088346,0.00010729,1.9527e-05,2.8406e-06,0.0265,0.018294,0.034661,0.01148,0.0018532,0.028629,0.035415,0.00021246,0.0005823
0,0,0,0.0044831,0.19945,0.012855,0,0,0.077672,0.0014122,0,0.003576,0.30313,0.020451,2.3603e-05,0.0024399,0.30313,0.0062441,0,0.0010799,0.025675,0.0035755,1.6099e-05,0.019663,0.12518,0.0047706,9.6861e-05,0.00011046,0.0024593,0.002756,0.00096267,0.0083516,0,0,0,0.034372,0.22981,0.015008,0,0,0.08773,0.0099433,0.00046935,0.042751,0.30313,0.018051,0.00047946,0.0026875,0.30313,0.048208,0.00033314,0.0087376,0.034982,0.0029828,0.00035176,0.0099819,0.15888,0.022706,0.0022291,0.00020415,0.00084065,0.00033649,6.0793e-05,0.00044353,0,0,0,0.078377,0.17636,0.027922,0,0,0.078992,0.0039156,0.00043068,0.03046,0.30313,0.026496,0.0064966,0.014208,0.30313,0.014965,0.00032715,0.0020233,0.032068,0.0062219,0.0048127,0.056787,0.14066,0.014821,0.0064852,0.0013979,0.00031543,0.00029354,0.00028393,0.0048608,0,0.0013733,0.0009719,0.0036457,0.16603,0.10288,0.00014414,0,0.058643,0.0080347,0.0012642,0.0032831,0.26808,0.060394,0.00063529,0.0021093,0.30313,0.036598,0.00097146,0.0007986,0.030988,0.0055591,0.00051208,0.018638,0.092306,0.0019822,0.00097322,0.00084715,0.0006453,0.0020339,0.011876,0.022131
0.013465,0.054444,0.062099,0.0070789,0.0042839,0.03679,0.0024042,0,0.0010229,0.038363,0.075828,0.0048106,0.0076593,0.24097,0.10438,0.003071,0.087224,0.029803,0.0064728,2.1294e-05,0,0.20525,0.24097,0.076,0.18051,0.027384,0,1.2926e-06,0.0021358,0.0086829,0.069684,0.080339,0.036093,0.028114,0.042189,0.028879,0.034588,0.016214,0.0058066,0.0025533,0.034158,0.14452,0.17628,0.10408,0.091489,0.011883,0.007572,0.0048902,0.24097,0.24097,0.044116,0.0068752,0.0032066,0.044265,0.13747,0.041116,0.044794,0.005497,0.00056528,0.0049967,0.021498,0.061935,0.1292,0.047622,0.092369,0.042294,0.0099453,0.088678,0.083242,0.015156,0.008595,0.006484,0.14758,0.023542,0.0090523,0.16822,0.21943,0.008389,0.00089201,0.084495,0.24097,0.063304,0.0063317,0.022883,0.012005,0.0027751,0.00089478,0.24097,0.054734,0.0074574,0.016245,0.10347,0.043058,0.013848,0.002396,0.011648,0.052172,0.068181,0.0269,0.13023,0.057298,0,0,0.00020781,0.24097,0.02377,0.0042536,0.10591,0.063893,0,0,0.081279,0.24097,0.046169,0.057681,0.093357,0.006608,4.8291e-05,1.6511e-05,0.11373,0.0037065,0.00080304,0.11484,0.18743,0.011925,0.00078812,0.0021286,0.0032665
0.041421,0.064641,0.023629,0.014759,0.013332,0.0096505,0.0044129,0.0018841,0.012798,0.046391,0.097891,0.068403,0.12601,0.019014,0.0048833,0.0036595,0.25236,0.24156,0.051961,0.015125,0.021382,0.0049941,0.033949,0.034319,0.063834,0.025129,0.002136,0.024581,0.034332,0.027767,0.036715,0.014208,0.16795,0.17499,0.0086286,0.022574,0.023645,0.0077012,0.0052346,0.0041297,0.074616,0.017191,0.0084571,0.13683,0.25236,0.017552,0.0038807,0.011744,0.25236,0.042714,0.0077002,0.031348,0.042871,0.0019889,0.00021558,0.10632,0.091896,0.012298,0.031405,0.169,0.051215,0.00018557,7.4938e-06,0.017345,0.16272,0.25236,0.02184,0.031471,0.015109,0,0,0,0.088658,0.055141,0.023219,0.14363,0.17992,0.00037912,0,0.0059849,0.25236,0.18763,0.053745,0.047806,0.01488,0.00015596,0.0018409,0.023419,0.023832,0.029953,0.063893,0.22437,0.021851,0.0034473,0.038668,0.028514,0.12123,0.25236,0.040217,0.0089344,0.0015084,6.6079e-05,3.3781e-07,0,0.085301,0.078475,0.087377,0.070731,0.031368,0,0,0.059547,0.15911,0.060842,0.010836,0.007368,0.0038042,0.0016754,0.048719,0.25236,0.0049346,0.0066457,0.010347,0.0090933,0.0037285,0.0043648,0.11288,0.12293
